receipt_product_id,price,quantity,product_id,receipt_id
176,4,3,1,58
177,4,6,10,58
178,4,3,8,59
179,3,5,9,59
180,5,3,4,60
181,1,3,1,60
182,6,3,8,60
183,3,1,7,61
184,6,3,6,61
185,4,6,7,61
186,4,4,6,61
187,3,2,2,61
188,1,2,8,62
189,1,6,10,62
190,1,2,2,62
191,1,6,5,63
192,4,3,6,63
193,2,4,6,63
194,1,3,9,63
195,4,3,8,63
196,5,3,2,64
197,5,6,4,64
198,4,2,3,64
199,1,6,6,65
200,2,1,10,66
201,4,4,1,66
202,6,5,5,66
203,5,2,3,66
204,2,6,9,66
205,2,6,8,67
206,3,6,1,67
207,5,6,10,67
208,5,3,9,67
209,5,3,8,67
210,4,1,9,67
211,4,5,4,68
212,2,1,4,68
213,3,5,4,68
214,5,3,1,68
215,6,5,3,68
216,5,2,5,69
217,6,3,2,69
218,5,4,3,69
219,2,2,2,69
220,3,5,2,69
221,2,4,10,70
222,5,1,4,71
223,3,1,7,72
224,6,2,4,73
225,2,5,1,73
226,2,5,6,73
227,4,2,4,74
228,6,1,5,74
229,3,1,8,74
230,5,6,8,75
231,6,1,8,76
232,1,3,8,76
233,6,5,8,76
234,1,1,3,77
235,2,1,9,78
236,6,6,1,78
237,2,6,1,78
238,1,4,5,78
239,6,2,7,79
240,3,1,6,79
241,3,5,4,80
242,4,4,6,80
243,1,1,7,80
244,5,5,8,80
245,5,2,1,80
246,3,3,5,80
247,6,4,9,81
248,5,3,6,81
249,2,5,10,81
250,5,1,10,81
251,2,2,1,81
252,6,1,1,81
253,3,5,5,82
254,3,1,4,83
255,3,4,3,83
256,1,3,4,83
257,5,5,3,83
258,5,2,8,83
259,5,1,7,84
260,2,1,5,84
261,5,4,6,84
262,5,3,6,84
263,2,5,7,84
264,3,4,6,84
265,4,3,9,85
266,5,3,1,85
267,5,5,7,85
268,2,1,1,85
269,4,1,2,86
270,6,4,2,86
271,6,4,10,86
272,4,6,7,87
273,1,5,5,87
274,2,4,2,87
275,2,2,8,87
276,2,4,10,87
277,6,3,8,87
278,6,6,7,88
279,6,3,1,89
280,5,4,2,90
281,3,6,8,90
282,3,1,5,90
283,5,5,10,90
284,6,2,7,90
285,1,6,7,90
286,2,5,2,91
287,1,6,7,92
288,6,3,6,92
289,3,1,3,92
290,6,2,10,92
291,5,3,1,93
292,3,1,3,93
293,3,6,8,93
294,3,4,3,93
295,3,1,8,93
296,6,3,7,93
297,5,4,2,94
298,6,6,10,94
299,3,2,8,95
300,5,2,6,95
301,4,2,9,95
302,5,6,2,96
303,1,5,1,97
304,1,2,7,98
305,6,2,4,98
306,1,4,1,98
307,6,4,2,98
308,4,3,1,98
309,2,6,6,99
310,2,2,4,99
311,1,5,10,99
312,5,4,3,99
313,5,4,3,99
314,5,2,9,100
315,1,6,6,101
316,3,5,6,101
317,2,2,3,101
318,5,5,1,102
319,4,6,8,102
320,4,6,8,103
321,4,2,1,103
322,5,1,5,103
323,4,3,7,103
324,2,1,7,103
325,6,5,2,103
326,3,5,1,104
327,2,6,6,104
328,1,2,3,104
329,3,1,2,104
330,2,1,6,104
331,3,6,1,105
332,3,2,7,105
333,4,5,7,105
334,5,1,10,105
335,3,2,4,105
336,1,2,1,105
337,4,6,5,106
338,2,3,8,107
339,6,4,2,108
340,5,5,3,109
341,1,6,4,109
342,1,1,9,109
343,6,1,3,109
344,5,3,9,109
345,2,4,7,109
346,1,3,2,110
347,6,2,1,110
348,4,2,2,111
349,1,4,9,111
350,1,6,4,111
351,5,1,10,111
352,4,1,5,111
353,1,1,8,112
354,2,6,6,112
355,4,6,10,112
356,5,3,10,112
357,2,3,1,112
358,3,2,2,113
359,4,1,5,114
360,2,5,1,114
361,2,3,2,114
362,3,5,8,115
363,5,4,2,115
364,3,1,7,115
365,4,5,10,116
366,6,2,6,116
367,1,5,7,116
368,4,2,4,116
369,1,1,8,117
370,4,5,4,117
371,3,4,7,117
372,4,5,7,117
373,3,2,5,117
374,2,6,9,118
375,1,4,4,118
376,1,5,2,118
377,4,6,6,118
378,2,5,8,118
379,6,6,1,118
380,5,2,4,119
381,3,6,3,119
382,4,1,2,119
383,1,6,1,119
384,1,1,8,119
385,2,3,1,120
386,3,3,7,120
387,2,5,4,120
388,2,4,2,120
389,4,5,2,120
390,2,4,5,121
391,5,1,5,121
392,4,2,8,121
393,5,2,1,121
394,4,4,10,121
395,3,6,4,122
396,3,1,6,122
397,3,5,1,122
398,2,4,9,123
399,5,1,10,123
400,6,4,9,123
401,5,2,7,123
402,2,5,1,123
403,3,5,10,124
404,1,1,3,124
405,5,4,2,124
406,2,2,3,125
407,1,5,6,125
408,4,1,2,126
409,5,1,8,126
410,5,5,2,126
411,1,3,1,126
412,4,5,4,126
413,3,2,4,127
414,3,1,3,127
415,2,1,8,128
416,1,1,8,128
417,6,2,6,128
418,3,6,6,128
419,1,2,1,128
420,4,1,3,128
421,6,1,3,129
422,6,6,2,129
423,3,6,1,129
424,6,5,10,130
425,3,3,7,130
426,5,4,9,131
427,2,2,8,132
428,2,1,4,132
429,1,5,2,132
430,5,4,7,132
431,1,2,10,132
432,4,2,4,133
433,3,6,5,133
434,4,3,10,133
435,3,4,9,133
436,1,4,9,134
437,5,5,1,134
438,4,1,10,134
439,4,2,5,134
440,2,1,8,135
441,1,4,7,136
442,3,6,5,136
443,4,2,2,136
444,1,5,5,136
445,5,2,10,136
446,3,3,7,137
447,3,5,1,137
448,5,5,4,137
449,3,6,8,137
450,4,6,10,138
451,2,6,10,139
452,4,4,8,139
453,1,3,7,139
454,1,6,3,139
455,2,2,5,139
456,1,1,3,139
457,6,6,7,140
458,6,2,4,141
459,4,1,4,141
460,6,1,10,141
461,1,6,2,141
462,1,1,3,142
463,6,5,6,142
464,6,2,9,142
465,5,2,1,142
466,6,3,6,142
467,5,5,9,143
468,2,1,1,144
469,3,4,10,144
470,2,3,5,145
471,3,5,5,145
472,5,1,7,145
473,5,5,9,146
474,4,4,1,146
475,3,3,9,146
476,1,3,5,147
477,3,1,6,147
478,2,6,6,147
479,4,4,10,147
480,3,4,8,147
481,1,1,3,148
482,1,3,1,148
483,2,3,1,148
484,5,5,4,149
485,5,3,5,150
486,6,4,4,150
487,5,1,4,150
488,5,3,5,150
489,5,5,3,151
490,2,1,2,151
491,3,5,1,151
492,5,1,3,151
493,6,2,6,152
494,4,2,2,152
495,6,4,6,152
496,5,5,3,153
497,4,2,6,154
498,1,1,7,154
499,4,4,5,154
500,2,6,10,154
501,6,5,6,155
502,1,4,5,155
503,2,5,7,156
504,1,5,7,156
505,1,2,7,156
506,4,4,9,156
507,2,3,6,156
508,1,5,10,157
509,4,4,8,157
510,2,2,3,158
511,4,5,8,158
512,5,3,1,158
513,1,1,5,158
514,4,2,5,159
515,3,6,8,159
516,3,5,9,159
517,1,2,9,160
518,4,2,4,160
519,6,1,1,161
520,3,4,9,161
521,6,2,1,161
522,2,1,6,161
523,4,4,7,162
524,6,4,7,162
525,3,1,10,162
526,5,4,8,162
527,3,1,7,162
528,3,1,3,163
529,4,6,1,163
530,5,3,6,164
531,1,1,6,164
532,4,6,7,164
533,5,3,5,165
534,2,4,10,165
535,4,2,7,165
536,1,1,7,165
537,3,3,7,165
538,2,3,10,165
539,4,1,6,166
540,4,3,4,166
541,2,2,2,167
542,6,2,9,167
543,1,5,5,167
544,4,6,7,168
545,6,1,8,168
546,5,5,5,169
547,5,6,10,169
548,4,4,1,169
549,6,2,6,169
550,4,2,7,169
551,3,5,5,170
552,3,1,5,170
553,1,2,9,170
554,6,4,1,171
555,5,4,5,172
556,3,2,2,172
557,2,2,9,172
558,2,4,10,172
559,3,5,1,172
560,6,6,6,172
561,5,1,5,173
562,1,6,2,173
563,4,1,6,173
564,3,5,10,173
565,3,3,10,174
566,3,6,4,174
567,4,2,3,174
568,3,4,10,175
569,6,1,4,175
570,6,6,1,175
571,1,5,1,176
572,4,1,5,176
573,3,4,5,176
574,6,6,4,176
575,4,4,8,176
576,5,6,1,177
577,3,6,4,177
578,6,2,2,177
579,1,4,6,177
580,3,5,7,178
581,5,5,4,179
582,3,2,9,179
583,5,1,5,179
584,3,5,4,180
585,6,5,2,180
586,2,3,2,180
587,4,1,3,181
588,1,2,2,181
589,2,3,6,182
590,6,4,10,182
591,5,1,9,182
592,2,3,4,182
593,6,5,4,182
594,4,5,10,183
595,1,5,3,183
596,3,1,2,183
597,5,1,9,183
598,4,5,3,184
599,1,1,5,184
600,1,3,5,185
601,5,2,6,185
602,3,4,2,185
603,3,3,5,185
604,5,2,6,185
605,6,4,9,185
606,5,5,6,186
607,6,3,10,186
608,4,6,8,186
609,6,2,7,186
610,2,4,8,186
611,2,3,2,186
612,2,6,1,187
613,1,3,10,187
614,2,3,8,187
615,6,6,1,187
616,2,1,4,188
617,4,5,7,189
618,6,5,8,189
619,1,3,10,189
620,3,4,8,189
621,2,6,7,190
622,4,4,2,190
623,4,6,8,190
624,6,3,9,190
625,1,1,4,190
626,1,1,5,190
627,5,5,1,191
628,6,3,3,191
629,4,4,3,192
630,5,5,5,192
631,5,1,4,192
632,4,2,8,192
633,2,5,3,192
634,3,1,1,193
635,6,4,6,193
636,3,6,4,193
637,4,3,5,193
638,1,2,8,194
639,6,4,10,194
640,2,4,8,194
641,5,5,6,194
642,5,3,1,195
643,6,2,9,195
644,6,2,6,195
645,3,5,6,196
646,1,5,10,196
647,3,3,7,197
648,4,5,3,197
649,5,5,1,197
650,4,2,8,198
651,1,1,1,198
652,1,5,7,198
653,6,5,10,198
654,6,4,1,198
655,3,5,8,198
656,5,1,3,199
657,4,2,1,199
658,3,6,6,199
659,5,4,7,199
660,1,1,6,199
661,3,2,3,200
662,3,3,9,200
663,3,2,4,200
664,6,6,2,200
665,1,5,5,201
666,2,5,6,201
667,4,6,1,201
668,5,1,2,201
669,4,3,8,201
670,3,6,6,201
671,2,2,10,202
672,3,3,10,202
673,6,4,4,202
674,4,6,6,202
675,1,3,9,203
676,3,1,9,203
677,2,3,8,203
678,5,5,7,203
679,2,5,9,203
680,3,4,3,204
681,2,5,2,204
682,2,2,4,204
683,1,2,6,204
684,3,5,5,204
685,1,4,2,205
686,1,4,8,205
687,2,3,8,206
688,1,4,1,207
689,2,1,6,207
690,3,6,8,207
691,3,5,1,208
692,2,3,4,208
693,1,3,4,209
694,5,2,10,209
695,4,5,10,209
696,4,4,7,209
697,1,3,5,209
698,3,3,7,209
699,5,3,10,210
700,1,4,5,210
701,5,1,2,210
702,1,2,5,210
703,5,4,1,210
704,6,3,8,211
705,6,3,5,211
706,1,5,9,212
707,1,3,7,212
708,3,1,3,212
709,4,3,10,213
710,6,2,7,213
711,1,1,5,213
712,6,6,4,213
713,4,1,2,213
714,2,5,4,214
715,3,1,10,214
716,3,2,2,214
717,1,4,5,214
718,6,6,4,214
719,1,5,9,215
720,5,3,1,215
721,3,1,8,215
722,1,3,1,216
723,2,2,7,216
724,6,4,6,216
725,3,2,3,216
726,2,1,5,217
727,2,1,4,217
728,4,1,3,217
729,6,3,5,218
730,5,6,4,218
731,1,5,3,218
732,2,3,4,218
733,1,2,10,219
734,6,4,7,220
735,6,3,6,221
736,2,3,7,222
737,2,2,4,222
738,6,1,4,222
739,4,2,5,222
740,3,2,10,223
741,1,6,5,223
742,6,2,6,223
743,2,1,4,223
744,5,4,1,223
745,4,4,6,224
746,4,1,4,225
747,2,4,9,225
748,1,3,3,225
749,6,5,6,226
750,6,6,5,226
751,4,2,4,227
752,2,5,2,228
753,3,1,2,228
754,3,3,10,228
755,4,3,7,229
756,6,6,1,229
757,3,5,8,229
758,4,6,4,229
759,2,4,2,230
760,6,6,6,231
761,6,4,3,231
762,1,4,3,231
763,5,5,1,232
764,3,6,5,232
765,1,6,9,232
766,4,2,7,232
767,1,6,4,232
768,4,4,5,232
769,3,2,7,233
770,4,4,1,233
771,2,2,4,233
772,5,6,10,234
773,5,1,2,234
774,4,2,7,234
775,5,6,3,234
776,5,2,6,234
777,2,4,7,235
778,1,2,8,235
779,3,3,9,235
780,5,4,9,235
781,6,6,9,235
782,1,1,2,235
783,4,4,4,236
784,6,4,5,237
785,2,5,1,237
786,3,5,2,238
787,4,6,10,238
788,3,6,3,238
789,5,4,6,239
790,2,6,5,239
791,5,1,6,239
792,3,3,2,239
793,5,3,4,239
794,1,5,6,239
795,3,1,8,240
796,3,2,8,240
797,2,6,2,241
798,6,4,1,242
799,4,3,3,242
800,5,1,1,242
801,4,4,8,242
802,3,2,1,242
803,3,1,3,243
804,5,1,4,243
805,6,4,10,243
806,5,3,5,243
807,5,3,1,243
808,4,3,5,243
809,2,4,3,244
810,6,5,7,245
811,5,4,3,245
812,6,2,1,245
813,3,2,10,246
814,1,2,10,246
815,1,3,9,246
816,1,4,6,246
817,6,2,8,246
818,6,6,5,246
819,5,3,5,247
820,4,4,1,247
821,4,1,1,248
822,6,3,7,248
823,2,1,3,248
824,4,4,8,248
825,4,5,5,249
826,5,4,7,249
827,2,4,3,249
828,5,3,4,250
829,2,6,10,250
830,2,1,10,250
831,5,5,4,250
832,1,1,2,250
833,2,2,1,251
834,5,1,4,252
835,1,4,9,252
836,1,1,9,252
837,6,1,1,252
838,2,4,2,253
839,6,5,7,253
840,4,4,7,254
841,4,4,3,254
842,2,2,10,254
843,1,4,8,254
844,1,4,4,255
845,1,3,7,256
846,5,1,1,256
847,2,5,4,256
848,3,1,6,256
849,5,4,4,257
850,5,6,1,257
851,5,3,9,257
852,2,3,1,257
853,1,6,8,258
854,3,4,7,259
855,2,6,5,260
856,4,1,8,260
857,3,1,9,261
858,2,5,4,261
859,6,5,10,262
860,5,3,4,262
861,2,3,4,262
862,1,6,6,262
863,5,1,5,262
864,5,5,5,263
865,1,2,6,264
866,5,5,10,264
867,1,4,5,264
868,1,2,2,264
869,1,1,3,264
870,6,4,5,264
871,2,4,2,265
872,6,3,9,265
873,1,4,6,265
874,5,1,1,265
875,2,4,2,266
876,4,5,3,266
877,5,2,6,267
878,4,1,1,267
879,4,2,3,267
880,3,5,10,267
881,4,5,2,268
882,2,4,6,268
883,4,4,6,269
884,6,2,3,269
885,1,2,7,269
886,5,6,1,269
887,3,1,9,269
888,6,3,7,270
889,6,6,4,270
890,4,3,9,270
891,5,3,3,270
892,1,6,2,270
893,2,4,2,271
894,6,1,10,272
895,3,3,4,272
896,1,6,4,272
897,6,4,2,272
898,2,6,5,273
899,6,5,1,273
900,1,1,4,273
901,2,4,10,273
902,5,5,6,273
903,6,1,6,273
904,5,2,2,274
905,3,4,7,275
906,2,3,1,276
907,6,4,10,277
908,6,2,3,277
909,4,6,10,277
910,1,4,10,277
911,1,1,9,277
912,4,2,6,277
913,6,4,2,278
914,4,4,1,278
915,6,5,9,279
916,4,6,10,280
917,2,4,8,280
918,3,6,6,280
919,6,3,1,280
920,5,1,10,280
921,1,6,8,280
922,6,2,8,281
923,4,3,6,281
924,4,6,3,281
925,6,3,5,281
926,4,2,7,282
927,5,2,2,283
928,5,2,3,284
929,6,1,4,284
930,2,1,6,284
931,6,2,6,285
932,2,2,5,285
933,3,1,10,285
934,1,3,3,286
935,4,1,8,286
936,1,1,2,286
937,2,6,2,287
938,5,4,10,287
939,4,5,4,287
940,1,5,8,287
941,6,6,10,287
942,5,2,10,288
943,2,3,7,288
944,4,3,6,288
945,6,6,7,288
946,6,4,2,289
947,3,2,7,289
948,1,5,10,289
949,1,6,2,290
950,2,6,1,290
951,6,4,8,290
952,4,5,4,290
953,1,1,3,290
954,4,4,7,290
955,1,1,1,291
956,3,2,5,291
957,2,4,3,292
958,3,5,7,293
959,2,4,1,293
960,1,1,5,293
961,3,4,1,293
962,6,1,6,294
963,2,3,10,294
964,2,4,2,294
965,5,2,3,294
966,6,4,3,294
967,6,1,1,295
968,3,5,10,295
969,5,3,8,295
970,3,4,5,296
971,1,3,4,296
972,6,6,8,297
973,1,4,1,297
974,6,1,1,297
975,5,2,1,297
976,2,5,10,297
977,2,2,8,298
978,2,6,3,298
979,4,6,8,298
980,6,3,2,298
981,2,2,7,298
982,5,4,3,298
983,3,2,7,299
984,5,6,6,299
985,4,5,8,299
986,4,3,7,299
987,6,3,6,300
988,4,2,4,301
989,4,1,10,301
990,1,6,9,301
991,4,1,8,301
992,5,2,1,302
993,6,2,10,302
994,2,1,7,302
995,2,1,8,302
996,4,4,9,302
997,6,6,9,302
998,2,4,3,303
999,3,2,7,303
1000,3,6,10,303
1001,1,2,10,303
1002,2,1,5,303
1003,3,3,8,303
1004,2,2,8,304
1005,3,2,5,305
1006,2,4,3,306
1007,4,1,5,306
1008,2,6,3,306
1009,1,5,8,306
1010,3,2,8,307
1011,1,5,7,307
1012,1,3,3,307
1013,4,3,4,307
1014,2,5,10,307
1015,1,2,2,308
1016,2,3,7,308
1017,1,5,3,308
1018,3,6,4,309
1019,3,3,6,310
1020,1,1,9,310
1021,4,4,7,310
1022,5,4,4,310
1023,1,3,8,311
1024,4,4,10,311
1025,1,2,3,311
1026,5,1,2,312
1027,1,6,8,312
1028,2,5,2,312
1029,2,6,6,312
1030,1,3,3,312
1031,4,3,9,313
1032,2,1,3,313
1033,6,6,9,314
1034,5,4,3,314
1035,4,5,6,314
1036,6,4,10,314
1037,1,4,6,314
1038,6,5,7,314
1039,3,1,2,315
1040,2,4,8,316
1041,2,4,9,316
1042,2,2,2,316
1043,2,1,2,317
1044,2,3,9,317
1045,3,1,3,317
1046,5,2,6,317
1047,1,1,5,317
1048,2,3,3,318
1049,1,5,5,318
1050,6,6,9,318
1051,2,1,4,319
1052,4,6,10,319
1053,4,2,7,319
1054,2,5,3,319
1055,6,1,2,320
1056,2,4,2,320
1057,1,5,7,320
1058,1,4,9,320
1059,6,1,1,320
1060,1,4,8,321
1061,1,2,1,321
1062,2,1,7,321
1063,6,6,8,321
1064,1,5,5,322
1065,6,3,5,322
1066,1,4,4,323
1067,5,2,2,323
1068,4,2,7,323
1069,6,1,10,323
1070,2,6,9,324
1071,5,1,1,325
1072,1,5,6,325
1073,3,4,8,325
1074,5,2,8,325
1075,4,1,2,325
1076,4,1,4,325
1077,1,2,4,326
1078,6,5,2,326
1079,4,5,2,326
1080,1,4,7,327
1081,4,5,4,328
1082,2,2,9,328
1083,6,2,4,328
1084,3,4,9,329
1085,3,1,10,329
1086,3,4,10,329
1087,1,2,9,329
1088,5,5,3,330
1089,6,3,4,330
1090,3,4,4,330
1091,1,6,5,330
1092,5,6,4,331
1093,5,4,6,331
1094,5,6,2,331
1095,5,2,2,331
1096,5,1,1,332
1097,3,3,1,332
1098,1,3,1,333
1099,3,2,5,333
1100,3,1,1,333
1101,2,6,8,333
1102,5,5,3,334
1103,6,6,10,334
1104,1,3,8,335
1105,2,6,6,336
1106,4,1,10,336
1107,2,4,4,336
1108,3,3,2,336
1109,3,3,8,336
1110,4,5,4,337
1111,3,3,3,337
1112,4,6,3,337
1113,1,4,10,337
1114,4,6,9,337
1115,6,6,6,338
1116,1,5,9,338
1117,4,5,1,339
1118,6,5,5,339
1119,5,6,5,339
1120,4,2,10,340
1121,3,6,6,340
1122,1,6,9,340
1123,3,3,8,340
1124,3,4,10,340
1125,1,6,1,341
1126,6,3,7,341
1127,4,1,9,342
1128,4,4,1,342
1129,2,5,6,342
1130,6,1,6,342
1131,3,2,6,342
1132,4,5,8,343
1133,4,4,7,343
1134,2,3,4,344
1135,4,5,2,344
1136,3,5,6,344
1137,2,3,5,344
1138,1,4,8,345
1139,6,1,5,346
1140,3,1,9,347
1141,1,6,8,348
1142,2,2,1,348
1143,5,3,2,348
1144,6,1,9,348
1145,1,1,4,348
1146,4,5,5,348
1147,4,2,10,349
1148,5,5,2,349
1149,5,1,5,349
1150,2,5,2,349
1151,2,5,2,349
1152,1,3,9,349
1153,4,5,2,350
1154,4,3,6,350
1155,2,1,6,351
1156,3,1,3,351
1157,5,3,8,351
1158,5,3,1,351
1159,3,3,8,351
1160,6,3,5,352
1161,1,1,7,352
1162,5,4,8,352
1163,1,6,10,353
1164,4,6,2,354
1165,6,2,9,354
1166,6,6,2,354
1167,2,3,10,354
1168,4,3,8,355
1169,2,3,9,355
1170,5,2,5,355
1171,6,1,3,355
1172,5,6,7,356
1173,5,3,4,357
1174,1,5,4,357
1175,1,2,4,357
1176,3,6,1,357
1177,4,6,7,357
1178,2,6,1,358
1179,5,4,8,358
1180,4,4,9,358
1181,5,4,2,358
1182,5,4,1,359
1183,2,1,3,360
1184,5,3,10,360
1185,2,4,10,360
1186,5,1,8,360
1187,5,4,5,361
1188,6,4,9,361
1189,1,2,5,361
1190,1,6,6,361
1191,2,6,5,362
1192,4,6,1,362
1193,4,5,3,363
1194,2,3,7,363
1195,1,3,6,363
1196,6,1,1,363
1197,3,1,6,364
1198,4,1,1,364
1199,5,3,6,365
1200,5,5,10,365
1201,3,3,7,365
1202,2,3,5,365
1203,1,2,2,366
1204,4,6,3,366
1205,2,4,3,367
1206,4,5,10,367
1207,4,1,5,367
1208,5,2,4,367
1209,4,3,2,367
1210,1,3,8,368
1211,1,1,1,368
1212,5,5,6,368
1213,2,1,1,368
1214,3,1,4,368
1215,4,4,7,368
1216,1,6,2,369
1217,1,5,4,369
1218,4,2,7,369
1219,1,3,5,369
1220,3,2,7,369
1221,4,5,4,370
1222,3,4,1,370
1223,4,3,2,370
1224,1,3,5,371
1225,1,3,2,371
1226,3,6,8,371
1227,6,5,10,371
1228,6,1,2,371
1229,3,3,5,372
1230,1,6,8,372
1231,6,2,7,373
1232,4,2,6,373
1233,1,1,10,374
1234,4,4,3,375
1235,6,5,5,375
1236,2,3,9,375
1237,1,1,2,376
1238,2,2,6,376
1239,6,6,2,377
1240,6,6,5,377
1241,4,2,8,377
1242,4,5,2,378
1243,1,3,3,378
1244,6,2,7,378
1245,2,1,5,378
1246,2,6,8,379
1247,6,2,6,379
1248,5,2,10,379
1249,6,4,4,379
1250,1,6,2,379
1251,6,5,9,380
1252,3,5,10,380
1253,6,2,1,381
1254,3,4,2,381
1255,5,5,10,381
1256,5,2,2,381
1257,3,3,6,382
1258,5,5,1,382
1259,4,4,6,382
1260,6,2,10,382
1261,1,3,8,382
1262,4,5,6,383
1263,3,5,10,383
1264,5,3,7,384
1265,3,6,5,384
1266,6,4,7,384
1267,2,5,3,385
1268,2,3,5,385
1269,4,4,6,385
1270,4,4,8,385
1271,5,2,8,386
1272,5,5,8,386
1273,1,1,2,387
1274,3,1,6,387
1275,5,6,5,387
1276,3,3,2,388
1277,1,6,4,388
1278,2,5,4,388
1279,5,2,5,388
1280,4,1,5,388
1281,5,6,4,389
1282,3,6,6,389
1283,6,1,4,389
1284,3,4,2,389
1285,1,2,6,390
1286,3,3,8,390
1287,4,6,3,390
1288,4,3,5,390
1289,2,5,6,391
1290,1,6,3,391
1291,3,1,3,391
1292,3,1,3,391
1293,6,4,7,392
1294,6,3,9,392
1295,1,5,6,392
1296,5,4,1,392
1297,5,6,2,392
1298,5,5,7,393
1299,1,3,8,394
1300,3,5,10,394
1301,3,3,10,395
1302,3,4,10,395
1303,3,2,4,395
1304,4,6,2,395
1305,6,6,1,396
1306,6,6,10,397
1307,1,4,7,397
1308,6,3,2,397
1309,6,6,5,397
1310,2,2,3,398
1311,2,5,10,398
1312,2,3,9,398
1313,5,6,8,398
1314,1,1,2,398
1315,4,4,3,399
1316,4,3,9,399
1317,4,4,9,400
1318,2,5,1,400
1319,2,4,2,400
1320,6,6,6,400
1321,2,2,9,401
1322,4,3,8,401
1323,3,2,8,402
1324,6,3,10,402
1325,5,3,8,402
1326,6,1,6,402
1327,4,4,6,402
1328,1,2,6,403
1329,4,3,1,403
1330,2,3,9,403
1331,6,5,2,403
1332,6,1,9,403
1333,1,3,8,403
1334,1,5,7,404
1335,2,5,8,404
1336,1,6,5,404
1337,6,5,9,405
1338,2,5,9,405
1339,4,5,8,405
1340,3,1,10,405
1341,5,5,10,405
1342,2,5,2,406
1343,5,5,6,406
1344,1,4,7,406
1345,5,6,6,406
1346,6,1,10,406
1347,4,3,9,406
1348,5,4,3,407
1349,6,4,3,407
1350,4,6,2,407
1351,1,5,3,408
1352,3,5,5,408
1353,3,6,4,408
1354,4,4,6,408
1355,2,1,5,408
1356,1,5,1,409
1357,5,1,10,409
1358,3,1,4,409
1359,5,1,1,410
